subject 	task 	staircase 	trialNum 	stimulusType 	monitorWidth 	monitorHeight 	stimSize 	ISI 	SOA 	responseSpatialPos 	responseX 	responseY 	correctX 	correctY 	clickX 	clickY 	accuracy 	responsePosInStream 	correctPosInStream 	position0 	position1 	position2 	position3 	position4 	position5 	position6 	position7 	position8 	position9 	position10 	position11 	position12 	position13 	position14 	position15 	position16 	position17 	position18 	position19 	position20 	position21 	position22 	position23 	longFrames
autoTest 	 dot-jump 	 False 	 135 	 circle 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 21 	 5.02640136157 	 2.90199417916 	 5.02640136157 	 2.90199417916 	 5.02640136157 	 2.90199417916 	 True 	 10 	 10 	12 	16 	18 	15 	23 	14 	20 	17 	8 	3 	21 	19 	2 	10 	5 	11 	9 	13 	22 	6 	24 	4 	7 	1 	111
autoTest 	 dot-jump 	 False 	 136 	 circle 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 10 	 -4.10403952609 	 -4.10403952609 	 -4.10403952609 	 -4.10403952609 	 -4.10403952609 	 -4.10403952609 	 True 	 10 	 10 	23 	14 	5 	20 	24 	9 	17 	1 	19 	12 	10 	18 	2 	6 	16 	21 	4 	15 	8 	3 	7 	22 	13 	11 	103
autoTest 	 dot-jump 	 False 	 137 	 circle 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 16 	 4.10403952609 	 -4.10403952609 	 4.10403952609 	 -4.10403952609 	 4.10403952609 	 -4.10403952609 	 True 	 10 	 10 	22 	17 	7 	24 	23 	2 	4 	20 	15 	6 	16 	21 	14 	18 	8 	3 	12 	13 	9 	1 	10 	19 	11 	5 	114
autoTest 	 dot-jump 	 False 	 138 	 circle 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 5 	 -5.02640136157 	 2.90199417916 	 -5.02640136157 	 2.90199417916 	 -5.02640136157 	 2.90199417916 	 True 	 10 	 10 	22 	21 	20 	2 	8 	17 	6 	18 	11 	1 	5 	23 	9 	19 	15 	14 	10 	7 	4 	12 	13 	24 	16 	3 	108
autoTest 	 dot-jump 	 False 	 139 	 circle 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 22 	 4.10403952609 	 4.10403952609 	 4.10403952609 	 4.10403952609 	 4.10403952609 	 4.10403952609 	 True 	 10 	 10 	11 	12 	6 	1 	14 	7 	9 	16 	18 	8 	22 	3 	20 	24 	5 	19 	13 	2 	23 	21 	10 	15 	17 	4 	110
autoTest 	 dot-jump 	 False 	 140 	 circle 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 19 	 5.80398835832 	 0.0 	 5.80398835832 	 0.0 	 5.80398835832 	 0.0 	 True 	 10 	 10 	12 	16 	17 	24 	15 	23 	22 	11 	13 	5 	19 	2 	18 	8 	7 	4 	3 	10 	9 	14 	6 	1 	20 	21 	109
autoTest 	 dot-jump 	 False 	 141 	 circle 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 10 	 -4.10403952609 	 -4.10403952609 	 -4.10403952609 	 -4.10403952609 	 -4.10403952609 	 -4.10403952609 	 True 	 10 	 10 	3 	17 	19 	8 	16 	2 	4 	20 	22 	12 	10 	24 	21 	15 	14 	18 	9 	6 	5 	7 	23 	11 	13 	1 	111
autoTest 	 dot-jump 	 False 	 142 	 circle 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 15 	 2.90199417916 	 -5.02640136157 	 2.90199417916 	 -5.02640136157 	 2.90199417916 	 -5.02640136157 	 True 	 10 	 10 	14 	22 	2 	9 	7 	8 	5 	19 	11 	6 	15 	17 	20 	1 	3 	4 	23 	18 	24 	16 	21 	12 	10 	13 	103
autoTest 	 dot-jump 	 False 	 143 	 circle 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 17 	 5.02640136157 	 -2.90199417916 	 5.02640136157 	 -2.90199417916 	 5.02640136157 	 -2.90199417916 	 True 	 10 	 10 	2 	16 	7 	5 	18 	19 	21 	9 	23 	11 	17 	22 	8 	10 	14 	3 	4 	24 	6 	15 	1 	20 	12 	13 	109
autoTest 	 dot-jump 	 False 	 144 	 circle 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 22 	 4.10403952609 	 4.10403952609 	 4.10403952609 	 4.10403952609 	 4.10403952609 	 4.10403952609 	 True 	 10 	 10 	7 	4 	24 	10 	12 	16 	5 	18 	20 	15 	22 	6 	17 	23 	8 	9 	2 	21 	11 	19 	3 	14 	13 	1 	105
autoTest 	 dot-jump 	 False 	 145 	 circle 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 11 	 -2.90199417916 	 -5.02640136157 	 -2.90199417916 	 -5.02640136157 	 -2.90199417916 	 -5.02640136157 	 True 	 10 	 10 	2 	5 	23 	10 	22 	1 	20 	7 	9 	16 	11 	6 	15 	4 	18 	17 	8 	3 	24 	13 	14 	21 	19 	12 	104
autoTest 	 dot-jump 	 False 	 146 	 circle 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 18 	 5.60622225078 	 -1.50218272469 	 5.60622225078 	 -1.50218272469 	 5.60622225078 	 -1.50218272469 	 True 	 10 	 10 	21 	4 	1 	3 	5 	16 	19 	23 	11 	8 	18 	24 	6 	20 	10 	12 	15 	14 	2 	13 	22 	17 	9 	7 	108
autoTest 	 dot-jump 	 False 	 147 	 circle 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 17 	 5.02640136157 	 -2.90199417916 	 5.02640136157 	 -2.90199417916 	 5.02640136157 	 -2.90199417916 	 True 	 10 	 10 	9 	21 	11 	24 	2 	22 	15 	6 	7 	12 	17 	8 	19 	20 	13 	23 	1 	4 	16 	10 	18 	3 	14 	5 	110
autoTest 	 dot-jump 	 False 	 148 	 circle 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 11 	 -2.90199417916 	 -5.02640136157 	 -2.90199417916 	 -5.02640136157 	 -2.90199417916 	 -5.02640136157 	 True 	 10 	 10 	1 	13 	4 	21 	6 	7 	23 	19 	18 	20 	11 	12 	17 	2 	3 	15 	10 	24 	8 	16 	5 	14 	9 	22 	111
autoTest 	 dot-jump 	 False 	 149 	 circle 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 17 	 5.02640136157 	 -2.90199417916 	 5.02640136157 	 -2.90199417916 	 5.02640136157 	 -2.90199417916 	 True 	 10 	 10 	2 	19 	1 	16 	22 	5 	18 	14 	20 	7 	17 	12 	3 	4 	9 	8 	10 	15 	6 	11 	23 	21 	13 	24 	112
autoTest 	 dot-jump 	 False 	 150 	 circle 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 18 	 5.60622225078 	 -1.50218272469 	 5.60622225078 	 -1.50218272469 	 5.60622225078 	 -1.50218272469 	 True 	 10 	 10 	23 	3 	19 	13 	14 	11 	4 	10 	12 	2 	18 	20 	16 	5 	17 	15 	1 	6 	8 	7 	21 	22 	24 	9 	113
autoTest 	 dot-jump 	 False 	 151 	 circle 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 6 	 -5.60622225078 	 1.50218272469 	 -5.60622225078 	 1.50218272469 	 -5.60622225078 	 1.50218272469 	 True 	 10 	 10 	14 	3 	23 	7 	24 	19 	21 	22 	8 	4 	6 	17 	16 	9 	18 	12 	13 	11 	15 	5 	1 	20 	10 	2 	111
autoTest 	 dot-jump 	 False 	 152 	 circle 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 20 	 5.60622225078 	 1.50218272469 	 5.60622225078 	 1.50218272469 	 5.60622225078 	 1.50218272469 	 True 	 10 	 10 	1 	12 	22 	18 	4 	10 	16 	5 	19 	23 	20 	6 	11 	8 	7 	2 	21 	15 	9 	24 	3 	14 	13 	17 	116
autoTest 	 dot-jump 	 False 	 153 	 circle 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 11 	 -2.90199417916 	 -5.02640136157 	 -2.90199417916 	 -5.02640136157 	 -2.90199417916 	 -5.02640136157 	 True 	 10 	 10 	2 	16 	4 	12 	5 	15 	9 	23 	3 	21 	11 	22 	19 	18 	13 	7 	6 	14 	20 	1 	10 	24 	8 	17 	109
autoTest 	 dot-jump 	 False 	 154 	 circle 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 4 	 -4.10403952609 	 4.10403952609 	 -4.10403952609 	 4.10403952609 	 -4.10403952609 	 4.10403952609 	 True 	 10 	 10 	16 	15 	18 	12 	3 	19 	10 	8 	11 	2 	4 	14 	9 	13 	21 	5 	1 	17 	20 	6 	22 	24 	7 	23 	116
autoTest 	 dot-jump 	 False 	 155 	 circle 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 5 	 -5.02640136157 	 2.90199417916 	 -5.02640136157 	 2.90199417916 	 -5.02640136157 	 2.90199417916 	 True 	 10 	 10 	15 	3 	24 	22 	9 	8 	19 	4 	17 	20 	5 	21 	18 	16 	1 	6 	13 	10 	14 	23 	11 	12 	2 	7 	107
autoTest 	 dot-jump 	 False 	 156 	 circle 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 17 	 5.02640136157 	 -2.90199417916 	 5.02640136157 	 -2.90199417916 	 5.02640136157 	 -2.90199417916 	 True 	 10 	 10 	9 	19 	22 	16 	5 	20 	8 	15 	23 	24 	17 	14 	1 	18 	10 	13 	21 	7 	3 	2 	4 	6 	12 	11 	111
autoTest 	 dot-jump 	 False 	 157 	 circle 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 9 	 -5.02640136157 	 -2.90199417916 	 -5.02640136157 	 -2.90199417916 	 -5.02640136157 	 -2.90199417916 	 True 	 10 	 10 	14 	5 	21 	3 	10 	24 	16 	1 	19 	18 	9 	22 	13 	2 	15 	12 	20 	23 	6 	17 	11 	4 	7 	8 	106
autoTest 	 dot-jump 	 False 	 158 	 circle 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 11 	 -2.90199417916 	 -5.02640136157 	 -2.90199417916 	 -5.02640136157 	 -2.90199417916 	 -5.02640136157 	 True 	 10 	 10 	8 	15 	20 	3 	17 	12 	1 	14 	6 	23 	11 	19 	4 	2 	7 	21 	5 	13 	18 	9 	16 	10 	22 	24 	112
autoTest 	 dot-jump 	 False 	 159 	 circle 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 8 	 -5.60622225078 	 -1.50218272469 	 -5.60622225078 	 -1.50218272469 	 -5.60622225078 	 -1.50218272469 	 True 	 10 	 10 	11 	24 	12 	2 	3 	16 	7 	22 	18 	14 	8 	17 	4 	6 	19 	5 	1 	13 	10 	21 	20 	9 	15 	23 	108
autoTest 	 dot-jump 	 False 	 160 	 circle 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 7 	 -5.80398835832 	 0.0 	 -5.80398835832 	 0.0 	 -5.80398835832 	 0.0 	 True 	 10 	 10 	3 	15 	12 	2 	23 	1 	24 	21 	20 	17 	7 	22 	19 	11 	6 	16 	18 	10 	13 	9 	5 	14 	4 	8 	114
autoTest 	 dot-jump 	 False 	 161 	 circle 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 11 	 -2.90199417916 	 -5.02640136157 	 -2.90199417916 	 -5.02640136157 	 -2.90199417916 	 -5.02640136157 	 True 	 10 	 10 	19 	5 	18 	14 	3 	8 	10 	15 	7 	1 	11 	12 	23 	24 	6 	20 	22 	2 	13 	16 	21 	9 	4 	17 	112
autoTest 	 dot-jump 	 False 	 162 	 circle 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 9 	 -5.02640136157 	 -2.90199417916 	 -5.02640136157 	 -2.90199417916 	 -5.02640136157 	 -2.90199417916 	 True 	 10 	 10 	6 	23 	17 	20 	13 	19 	7 	15 	1 	2 	9 	12 	4 	21 	18 	8 	10 	3 	24 	11 	22 	14 	5 	16 	110
autoTest 	 dot-jump 	 False 	 163 	 circle 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 21 	 5.02640136157 	 2.90199417916 	 5.02640136157 	 2.90199417916 	 5.02640136157 	 2.90199417916 	 True 	 10 	 10 	8 	2 	14 	15 	9 	24 	20 	6 	16 	7 	21 	11 	19 	3 	4 	23 	10 	5 	13 	22 	18 	12 	17 	1 	113
autoTest 	 dot-jump 	 False 	 164 	 circle 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 8 	 -5.60622225078 	 -1.50218272469 	 -5.60622225078 	 -1.50218272469 	 -5.60622225078 	 -1.50218272469 	 True 	 10 	 10 	22 	13 	1 	14 	6 	5 	7 	17 	23 	20 	8 	24 	16 	4 	9 	10 	18 	3 	11 	19 	2 	21 	15 	12 	110
autoTest 	 dot-jump 	 False 	 165 	 circle 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 5 	 -5.02640136157 	 2.90199417916 	 -5.02640136157 	 2.90199417916 	 -5.02640136157 	 2.90199417916 	 True 	 10 	 10 	15 	16 	20 	17 	21 	1 	4 	6 	2 	22 	5 	7 	14 	23 	18 	12 	8 	11 	9 	3 	13 	19 	24 	10 	109
autoTest 	 dot-jump 	 False 	 166 	 circle 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 8 	 -5.60622225078 	 -1.50218272469 	 -5.60622225078 	 -1.50218272469 	 -5.60622225078 	 -1.50218272469 	 True 	 10 	 10 	11 	10 	22 	7 	24 	9 	15 	20 	23 	13 	8 	16 	1 	12 	19 	4 	14 	18 	5 	6 	17 	3 	2 	21 	112
autoTest 	 dot-jump 	 False 	 167 	 circle 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 18 	 5.60622225078 	 -1.50218272469 	 5.60622225078 	 -1.50218272469 	 5.60622225078 	 -1.50218272469 	 True 	 10 	 10 	22 	6 	13 	19 	21 	17 	1 	7 	2 	20 	18 	15 	24 	12 	11 	23 	9 	10 	16 	3 	4 	8 	5 	14 	114
autoTest 	 dot-jump 	 False 	 168 	 circle 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 10 	 -4.10403952609 	 -4.10403952609 	 -4.10403952609 	 -4.10403952609 	 -4.10403952609 	 -4.10403952609 	 True 	 10 	 10 	4 	24 	16 	8 	7 	13 	14 	2 	23 	19 	10 	6 	21 	1 	3 	5 	20 	22 	18 	17 	11 	15 	12 	9 	114
autoTest 	 dot-jump 	 False 	 169 	 circle 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 1 	 0.0 	 5.80398835832 	 0.0 	 5.80398835832 	 0.0 	 5.80398835832 	 True 	 10 	 10 	21 	3 	8 	22 	4 	20 	19 	2 	14 	7 	1 	10 	24 	13 	23 	11 	5 	9 	12 	6 	17 	16 	15 	18 	108
autoTest 	 dot-jump 	 False 	 170 	 circle 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 19 	 5.80398835832 	 0.0 	 5.80398835832 	 0.0 	 5.80398835832 	 0.0 	 True 	 10 	 10 	18 	13 	24 	3 	20 	10 	1 	2 	7 	12 	19 	21 	8 	9 	4 	17 	23 	22 	11 	15 	5 	14 	6 	16 	109
autoTest 	 dot-jump 	 False 	 171 	 circle 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 12 	 -1.50218272469 	 -5.60622225078 	 -1.50218272469 	 -5.60622225078 	 -1.50218272469 	 -5.60622225078 	 True 	 10 	 10 	3 	13 	19 	18 	4 	7 	16 	15 	9 	17 	12 	10 	8 	21 	20 	14 	11 	1 	6 	5 	22 	2 	23 	24 	115
autoTest 	 dot-jump 	 False 	 172 	 circle 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 10 	 -4.10403952609 	 -4.10403952609 	 -4.10403952609 	 -4.10403952609 	 -4.10403952609 	 -4.10403952609 	 True 	 10 	 10 	17 	21 	12 	19 	23 	4 	11 	14 	5 	1 	10 	15 	9 	13 	16 	20 	2 	7 	3 	22 	24 	18 	8 	6 	109
autoTest 	 dot-jump 	 False 	 173 	 circle 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 3 	 -2.90199417916 	 5.02640136157 	 -2.90199417916 	 5.02640136157 	 -2.90199417916 	 5.02640136157 	 True 	 10 	 10 	13 	11 	1 	12 	6 	7 	4 	9 	14 	18 	3 	5 	19 	17 	10 	8 	15 	20 	22 	23 	21 	24 	2 	16 	115
autoTest 	 dot-jump 	 False 	 174 	 circle 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 22 	 4.10403952609 	 4.10403952609 	 4.10403952609 	 4.10403952609 	 4.10403952609 	 4.10403952609 	 True 	 10 	 10 	8 	15 	14 	21 	17 	12 	6 	5 	3 	11 	22 	9 	16 	19 	7 	23 	1 	10 	18 	24 	13 	2 	20 	4 	105
autoTest 	 dot-jump 	 False 	 175 	 circle 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 23 	 2.90199417916 	 5.02640136157 	 2.90199417916 	 5.02640136157 	 2.90199417916 	 5.02640136157 	 True 	 10 	 10 	3 	12 	18 	21 	4 	7 	20 	15 	11 	1 	23 	5 	8 	10 	14 	2 	16 	24 	9 	13 	17 	6 	22 	19 	114
autoTest 	 dot-jump 	 False 	 176 	 circle 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 1 	 0.0 	 5.80398835832 	 0.0 	 5.80398835832 	 0.0 	 5.80398835832 	 True 	 10 	 10 	20 	6 	19 	12 	22 	18 	3 	5 	14 	11 	1 	24 	15 	8 	4 	21 	9 	13 	17 	16 	7 	10 	2 	23 	104
autoTest 	 dot-jump 	 False 	 177 	 circle 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 18 	 5.60622225078 	 -1.50218272469 	 5.60622225078 	 -1.50218272469 	 5.60622225078 	 -1.50218272469 	 True 	 10 	 10 	17 	4 	10 	9 	14 	12 	7 	15 	3 	6 	18 	21 	2 	1 	5 	24 	16 	11 	8 	13 	19 	23 	20 	22 	112
autoTest 	 dot-jump 	 False 	 178 	 circle 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 4 	 -4.10403952609 	 4.10403952609 	 -4.10403952609 	 4.10403952609 	 -4.10403952609 	 4.10403952609 	 True 	 10 	 10 	5 	10 	18 	23 	21 	15 	14 	1 	17 	19 	4 	16 	11 	3 	24 	9 	22 	2 	12 	8 	13 	6 	20 	7 	112
autoTest 	 dot-jump 	 False 	 179 	 circle 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 23 	 2.90199417916 	 5.02640136157 	 2.90199417916 	 5.02640136157 	 2.90199417916 	 5.02640136157 	 True 	 10 	 10 	8 	19 	7 	5 	17 	20 	16 	13 	11 	18 	23 	24 	2 	10 	15 	21 	3 	14 	9 	22 	12 	1 	6 	4 	107
autoTest 	 dot-jump 	 False 	 180 	 circle 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 9 	 -5.02640136157 	 -2.90199417916 	 -5.02640136157 	 -2.90199417916 	 -5.02640136157 	 -2.90199417916 	 True 	 10 	 10 	23 	7 	5 	8 	4 	2 	10 	20 	24 	11 	9 	19 	21 	13 	16 	15 	18 	22 	6 	3 	14 	12 	17 	1 	109
autoTest 	 dot-jump 	 False 	 181 	 circle 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 1 	 0.0 	 5.80398835832 	 0.0 	 5.80398835832 	 0.0 	 5.80398835832 	 True 	 10 	 10 	12 	5 	8 	3 	20 	19 	4 	15 	22 	23 	1 	24 	17 	2 	10 	18 	11 	7 	6 	9 	16 	13 	14 	21 	113
autoTest 	 dot-jump 	 False 	 182 	 circle 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 3 	 -2.90199417916 	 5.02640136157 	 -2.90199417916 	 5.02640136157 	 -2.90199417916 	 5.02640136157 	 True 	 10 	 10 	17 	21 	5 	22 	7 	11 	15 	9 	2 	18 	3 	8 	4 	13 	12 	20 	23 	6 	16 	19 	14 	1 	24 	10 	111
autoTest 	 dot-jump 	 False 	 183 	 circle 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 4 	 -4.10403952609 	 4.10403952609 	 -4.10403952609 	 4.10403952609 	 -4.10403952609 	 4.10403952609 	 True 	 10 	 10 	7 	2 	1 	20 	9 	22 	16 	5 	11 	14 	4 	17 	21 	24 	6 	8 	19 	15 	18 	10 	13 	23 	12 	3 	109
autoTest 	 dot-jump 	 False 	 184 	 circle 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 11 	 -2.90199417916 	 -5.02640136157 	 -2.90199417916 	 -5.02640136157 	 -2.90199417916 	 -5.02640136157 	 True 	 10 	 10 	21 	18 	19 	15 	8 	10 	7 	17 	20 	14 	11 	4 	2 	9 	16 	12 	3 	13 	5 	23 	24 	1 	6 	22 	112
autoTest 	 dot-jump 	 False 	 185 	 circle 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 7 	 -5.80398835832 	 0.0 	 -5.80398835832 	 0.0 	 -5.80398835832 	 0.0 	 True 	 10 	 10 	20 	8 	1 	9 	19 	4 	10 	17 	22 	12 	7 	5 	14 	2 	21 	13 	23 	16 	24 	18 	6 	11 	15 	3 	111
autoTest 	 dot-jump 	 False 	 186 	 circle 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 12 	 -1.50218272469 	 -5.60622225078 	 -1.50218272469 	 -5.60622225078 	 -1.50218272469 	 -5.60622225078 	 True 	 10 	 10 	21 	19 	10 	13 	6 	15 	3 	18 	8 	23 	12 	24 	9 	20 	16 	7 	1 	14 	2 	22 	17 	5 	11 	4 	114
autoTest 	 dot-jump 	 False 	 187 	 circle 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 7 	 -5.80398835832 	 0.0 	 -5.80398835832 	 0.0 	 -5.80398835832 	 0.0 	 True 	 10 	 10 	12 	10 	18 	19 	13 	9 	2 	24 	22 	21 	7 	8 	11 	14 	5 	1 	23 	16 	20 	15 	4 	6 	3 	17 	109
autoTest 	 dot-jump 	 False 	 188 	 circle 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 18 	 5.60622225078 	 -1.50218272469 	 5.60622225078 	 -1.50218272469 	 5.60622225078 	 -1.50218272469 	 True 	 10 	 10 	22 	11 	12 	5 	3 	16 	6 	7 	24 	20 	18 	1 	9 	14 	4 	17 	2 	8 	15 	19 	10 	13 	21 	23 	110
autoTest 	 dot-jump 	 False 	 189 	 circle 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 20 	 5.60622225078 	 1.50218272469 	 5.60622225078 	 1.50218272469 	 5.60622225078 	 1.50218272469 	 True 	 10 	 10 	4 	3 	16 	18 	2 	7 	10 	1 	8 	21 	20 	12 	11 	9 	5 	24 	23 	13 	22 	14 	17 	6 	19 	15 	113
autoTest 	 dot-jump 	 False 	 190 	 circle 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 15 	 2.90199417916 	 -5.02640136157 	 2.90199417916 	 -5.02640136157 	 2.90199417916 	 -5.02640136157 	 True 	 10 	 10 	16 	12 	8 	23 	24 	7 	6 	14 	19 	17 	15 	20 	4 	2 	3 	13 	21 	18 	1 	10 	22 	5 	9 	11 	112
autoTest 	 dot-jump 	 False 	 191 	 circle 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 17 	 5.02640136157 	 -2.90199417916 	 5.02640136157 	 -2.90199417916 	 5.02640136157 	 -2.90199417916 	 True 	 10 	 10 	21 	3 	4 	23 	8 	12 	24 	2 	9 	22 	17 	6 	7 	10 	14 	16 	20 	18 	1 	13 	5 	19 	11 	15 	112
autoTest 	 dot-jump 	 False 	 192 	 circle 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 15 	 2.90199417916 	 -5.02640136157 	 2.90199417916 	 -5.02640136157 	 2.90199417916 	 -5.02640136157 	 True 	 10 	 10 	7 	16 	9 	8 	21 	24 	10 	23 	14 	12 	15 	20 	2 	18 	5 	13 	19 	3 	22 	6 	4 	17 	1 	11 	113
autoTest 	 dot-jump 	 False 	 193 	 circle 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 5 	 -5.02640136157 	 2.90199417916 	 -5.02640136157 	 2.90199417916 	 -5.02640136157 	 2.90199417916 	 True 	 10 	 10 	16 	6 	15 	1 	19 	11 	18 	2 	7 	4 	5 	12 	3 	8 	13 	14 	24 	23 	20 	10 	22 	9 	21 	17 	109
autoTest 	 dot-jump 	 False 	 194 	 circle 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 12 	 -1.50218272469 	 -5.60622225078 	 -1.50218272469 	 -5.60622225078 	 -1.50218272469 	 -5.60622225078 	 True 	 10 	 10 	19 	7 	21 	1 	5 	2 	10 	14 	23 	13 	12 	11 	15 	17 	9 	3 	16 	6 	22 	24 	4 	8 	20 	18 	113
autoTest 	 dot-jump 	 False 	 195 	 circle 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 3 	 -2.90199417916 	 5.02640136157 	 -2.90199417916 	 5.02640136157 	 -2.90199417916 	 5.02640136157 	 True 	 10 	 10 	21 	23 	24 	5 	18 	14 	4 	2 	6 	8 	3 	20 	19 	11 	12 	7 	17 	16 	22 	9 	10 	15 	13 	1 	113
autoTest 	 dot-jump 	 False 	 196 	 circle 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 20 	 5.60622225078 	 1.50218272469 	 5.60622225078 	 1.50218272469 	 5.60622225078 	 1.50218272469 	 True 	 10 	 10 	17 	14 	2 	19 	4 	8 	18 	6 	13 	1 	20 	11 	3 	15 	24 	16 	7 	12 	21 	22 	5 	9 	10 	23 	114
autoTest 	 dot-jump 	 False 	 197 	 circle 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 5 	 -5.02640136157 	 2.90199417916 	 -5.02640136157 	 2.90199417916 	 -5.02640136157 	 2.90199417916 	 True 	 10 	 10 	23 	14 	2 	8 	4 	20 	7 	15 	12 	10 	5 	11 	6 	22 	17 	19 	16 	1 	24 	18 	3 	13 	9 	21 	111
autoTest 	 dot-jump 	 False 	 198 	 circle 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 12 	 -1.50218272469 	 -5.60622225078 	 -1.50218272469 	 -5.60622225078 	 -1.50218272469 	 -5.60622225078 	 True 	 10 	 10 	19 	22 	10 	2 	11 	15 	13 	18 	5 	24 	12 	7 	9 	20 	1 	16 	8 	6 	21 	23 	14 	4 	17 	3 	113
autoTest 	 dot-jump 	 False 	 199 	 circle 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 15 	 2.90199417916 	 -5.02640136157 	 2.90199417916 	 -5.02640136157 	 2.90199417916 	 -5.02640136157 	 True 	 10 	 10 	7 	24 	9 	2 	11 	1 	20 	10 	18 	6 	15 	16 	17 	3 	8 	22 	12 	21 	13 	19 	5 	14 	4 	23 	110
