subject 	task 	staircase 	trialNum 	stimulus 	monitorWidth 	monitorHeight 	stimSize 	ISI 	SOA 	responseSpatialPos 	responseX 	responseY 	correctX 	correctY 	clickX 	clickY 	accuracy 	responsePosInStream 	correctPosInStream 	position0 	position1 	position2 	position3 	position4 	position5 	position6 	position7 	position8 	position9 	position10 	position11 	position12 	position13 	position14 	position15 	position16 	position17 	position18 	position19 	position20 	position21 	position22 	position23 	longFrames
autoTest 	 dot-jump 	 False 	 135 	 V 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 5 	 -5.02640136157 	 2.90199417916 	 -1.50218272469 	 -5.60622225078 	 -5.02640136157 	 2.90199417916 	 False 	 12 	 10 	21 	11 	17 	15 	20 	16 	14 	8 	6 	9 	12 	22 	5 	1 	10 	4 	7 	2 	24 	23 	18 	3 	13 	19 	117
autoTest 	 dot-jump 	 False 	 136 	 V 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 11 	 -2.90199417916 	 -5.02640136157 	 -5.60622225078 	 1.50218272469 	 -2.90199417916 	 -5.02640136157 	 False 	 8 	 10 	24 	12 	18 	9 	15 	2 	17 	8 	11 	3 	6 	13 	22 	4 	23 	16 	5 	19 	20 	21 	14 	1 	10 	7 	110
autoTest 	 dot-jump 	 False 	 137 	 V 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 4 	 -4.10403952609 	 4.10403952609 	 2.90199417916 	 -5.02640136157 	 -4.10403952609 	 4.10403952609 	 False 	 14 	 10 	7 	21 	9 	18 	24 	12 	11 	2 	6 	5 	15 	19 	10 	14 	4 	3 	17 	20 	13 	22 	16 	8 	1 	23 	115
autoTest 	 dot-jump 	 False 	 138 	 V 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 22 	 4.10403952609 	 4.10403952609 	 -4.10403952609 	 -4.10403952609 	 4.10403952609 	 4.10403952609 	 False 	 13 	 10 	23 	14 	18 	12 	11 	17 	13 	7 	2 	5 	10 	15 	21 	22 	19 	9 	6 	16 	24 	20 	1 	3 	4 	8 	112
autoTest 	 dot-jump 	 False 	 139 	 V 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 13 	 0.0 	 -5.80398835832 	 4.10403952609 	 4.10403952609 	 0.0 	 -5.80398835832 	 False 	 4 	 10 	2 	3 	18 	1 	13 	14 	7 	9 	17 	8 	22 	11 	12 	19 	4 	16 	20 	24 	5 	21 	10 	23 	15 	6 	115
autoTest 	 dot-jump 	 False 	 140 	 V 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 10 	 -4.10403952609 	 -4.10403952609 	 2.90199417916 	 5.02640136157 	 -4.10403952609 	 -4.10403952609 	 False 	 23 	 10 	14 	21 	16 	11 	12 	3 	13 	1 	15 	9 	23 	19 	4 	6 	24 	18 	17 	5 	2 	22 	7 	8 	20 	10 	107
autoTest 	 dot-jump 	 False 	 141 	 V 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 3 	 -2.90199417916 	 5.02640136157 	 2.90199417916 	 -5.02640136157 	 -2.90199417916 	 5.02640136157 	 False 	 16 	 10 	5 	12 	23 	24 	22 	1 	18 	6 	2 	17 	15 	11 	20 	9 	14 	4 	3 	21 	7 	10 	19 	13 	8 	16 	110
autoTest 	 dot-jump 	 False 	 142 	 V 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 4 	 -4.10403952609 	 4.10403952609 	 -5.60622225078 	 -1.50218272469 	 -4.10403952609 	 4.10403952609 	 False 	 12 	 10 	19 	23 	20 	24 	5 	3 	18 	2 	22 	10 	8 	12 	4 	16 	9 	14 	6 	13 	11 	7 	17 	21 	15 	1 	107
autoTest 	 dot-jump 	 False 	 143 	 V 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 10 	 -4.10403952609 	 -4.10403952609 	 -5.60622225078 	 -1.50218272469 	 -4.10403952609 	 -4.10403952609 	 False 	 22 	 10 	11 	17 	19 	18 	21 	2 	14 	7 	20 	23 	8 	6 	15 	24 	4 	9 	3 	12 	16 	22 	5 	13 	10 	1 	113
autoTest 	 dot-jump 	 False 	 144 	 V 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 12 	 -1.50218272469 	 -5.60622225078 	 0.0 	 5.80398835832 	 -1.50218272469 	 -5.60622225078 	 False 	 11 	 10 	9 	11 	21 	5 	6 	22 	2 	14 	15 	10 	1 	12 	16 	18 	19 	20 	17 	8 	3 	7 	23 	13 	24 	4 	112
autoTest 	 dot-jump 	 False 	 145 	 V 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 22 	 4.10403952609 	 4.10403952609 	 -5.60622225078 	 -1.50218272469 	 4.10403952609 	 4.10403952609 	 False 	 15 	 10 	16 	1 	12 	3 	13 	20 	14 	15 	23 	17 	8 	19 	9 	4 	18 	22 	5 	11 	2 	24 	7 	10 	6 	21 	114
autoTest 	 dot-jump 	 False 	 146 	 V 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 6 	 -5.60622225078 	 1.50218272469 	 -5.60622225078 	 1.50218272469 	 -5.60622225078 	 1.50218272469 	 True 	 10 	 10 	22 	23 	10 	7 	15 	2 	1 	14 	19 	3 	6 	17 	21 	9 	18 	20 	8 	13 	5 	4 	16 	11 	12 	24 	116
autoTest 	 dot-jump 	 False 	 147 	 V 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 20 	 5.60622225078 	 1.50218272469 	 -5.60622225078 	 -1.50218272469 	 5.60622225078 	 1.50218272469 	 False 	 0 	 10 	20 	17 	3 	13 	7 	5 	4 	24 	18 	9 	8 	2 	15 	6 	21 	10 	19 	1 	11 	12 	16 	23 	14 	22 	110
autoTest 	 dot-jump 	 False 	 148 	 V 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 12 	 -1.50218272469 	 -5.60622225078 	 4.10403952609 	 4.10403952609 	 -1.50218272469 	 -5.60622225078 	 False 	 16 	 10 	4 	3 	19 	24 	13 	9 	2 	1 	5 	8 	22 	14 	15 	18 	11 	23 	12 	6 	10 	16 	17 	21 	20 	7 	113
autoTest 	 dot-jump 	 False 	 149 	 V 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 14 	 1.50218272469 	 -5.60622225078 	 4.10403952609 	 -4.10403952609 	 1.50218272469 	 -5.60622225078 	 False 	 21 	 10 	6 	13 	8 	19 	22 	23 	5 	3 	4 	12 	16 	9 	1 	20 	15 	24 	18 	21 	11 	2 	10 	14 	7 	17 	109
autoTest 	 dot-jump 	 False 	 150 	 V 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 11 	 -2.90199417916 	 -5.02640136157 	 -5.60622225078 	 1.50218272469 	 -2.90199417916 	 -5.02640136157 	 False 	 11 	 10 	12 	17 	14 	23 	1 	20 	16 	21 	19 	15 	6 	11 	13 	2 	18 	7 	4 	10 	8 	24 	22 	3 	9 	5 	109
autoTest 	 dot-jump 	 False 	 151 	 V 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 15 	 2.90199417916 	 -5.02640136157 	 0.0 	 -5.80398835832 	 2.90199417916 	 -5.02640136157 	 False 	 11 	 10 	18 	1 	8 	14 	3 	19 	2 	11 	4 	21 	13 	15 	22 	6 	23 	24 	9 	12 	20 	10 	5 	16 	7 	17 	111
autoTest 	 dot-jump 	 False 	 152 	 V 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 14 	 1.50218272469 	 -5.60622225078 	 -1.50218272469 	 -5.60622225078 	 1.50218272469 	 -5.60622225078 	 False 	 21 	 10 	13 	21 	4 	9 	16 	23 	10 	15 	24 	3 	12 	17 	18 	8 	2 	5 	11 	19 	20 	6 	22 	14 	7 	1 	113
autoTest 	 dot-jump 	 False 	 153 	 V 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 20 	 5.60622225078 	 1.50218272469 	 5.02640136157 	 2.90199417916 	 5.60622225078 	 1.50218272469 	 False 	 3 	 10 	5 	15 	10 	20 	23 	19 	16 	2 	18 	14 	21 	24 	3 	17 	8 	22 	9 	7 	12 	1 	13 	6 	11 	4 	109
autoTest 	 dot-jump 	 False 	 154 	 V 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 3 	 -2.90199417916 	 5.02640136157 	 -1.50218272469 	 -5.60622225078 	 -2.90199417916 	 5.02640136157 	 False 	 12 	 10 	7 	15 	24 	22 	5 	14 	11 	19 	23 	13 	12 	16 	3 	2 	18 	21 	8 	4 	20 	10 	1 	6 	17 	9 	109
autoTest 	 dot-jump 	 False 	 155 	 V 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 21 	 5.02640136157 	 2.90199417916 	 1.50218272469 	 5.60622225078 	 5.02640136157 	 2.90199417916 	 False 	 16 	 10 	16 	3 	18 	10 	19 	14 	6 	2 	22 	12 	24 	17 	9 	23 	13 	20 	21 	15 	4 	8 	7 	11 	1 	5 	112
autoTest 	 dot-jump 	 False 	 156 	 V 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 20 	 5.60622225078 	 1.50218272469 	 5.02640136157 	 -2.90199417916 	 5.60622225078 	 1.50218272469 	 False 	 19 	 10 	18 	22 	6 	11 	8 	14 	15 	13 	19 	16 	17 	21 	24 	2 	1 	7 	4 	10 	23 	20 	5 	3 	9 	12 	109
autoTest 	 dot-jump 	 False 	 157 	 V 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 2 	 -1.50218272469 	 5.60622225078 	 1.50218272469 	 -5.60622225078 	 -1.50218272469 	 5.60622225078 	 False 	 13 	 10 	20 	6 	7 	11 	9 	23 	24 	21 	5 	12 	14 	18 	1 	2 	15 	16 	4 	17 	13 	19 	10 	22 	8 	3 	109
autoTest 	 dot-jump 	 False 	 158 	 V 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 23 	 2.90199417916 	 5.02640136157 	 5.02640136157 	 -2.90199417916 	 2.90199417916 	 5.02640136157 	 False 	 13 	 10 	4 	8 	7 	6 	16 	18 	12 	21 	9 	1 	17 	14 	10 	23 	19 	22 	3 	11 	5 	20 	24 	2 	15 	13 	114
autoTest 	 dot-jump 	 False 	 159 	 V 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 3 	 -2.90199417916 	 5.02640136157 	 5.60622225078 	 -1.50218272469 	 -2.90199417916 	 5.02640136157 	 False 	 6 	 10 	17 	2 	9 	22 	4 	5 	3 	24 	10 	20 	18 	1 	13 	6 	16 	15 	12 	23 	21 	14 	8 	11 	7 	19 	109
autoTest 	 dot-jump 	 False 	 160 	 V 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 8 	 -5.60622225078 	 -1.50218272469 	 0.0 	 5.80398835832 	 -5.60622225078 	 -1.50218272469 	 False 	 6 	 10 	23 	22 	14 	4 	9 	18 	8 	15 	12 	21 	1 	2 	17 	20 	19 	10 	13 	16 	3 	24 	11 	7 	6 	5 	118
autoTest 	 dot-jump 	 False 	 161 	 V 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 8 	 -5.60622225078 	 -1.50218272469 	 0.0 	 -5.80398835832 	 -5.60622225078 	 -1.50218272469 	 False 	 2 	 10 	12 	5 	8 	17 	9 	7 	20 	19 	6 	2 	13 	11 	4 	21 	22 	14 	24 	15 	1 	3 	23 	16 	10 	18 	108
autoTest 	 dot-jump 	 False 	 162 	 V 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 2 	 -1.50218272469 	 5.60622225078 	 1.50218272469 	 5.60622225078 	 -1.50218272469 	 5.60622225078 	 False 	 4 	 10 	5 	10 	6 	21 	2 	9 	19 	8 	20 	4 	24 	7 	15 	18 	13 	22 	3 	1 	16 	14 	23 	17 	11 	12 	113
autoTest 	 dot-jump 	 False 	 163 	 V 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 23 	 2.90199417916 	 5.02640136157 	 1.50218272469 	 5.60622225078 	 2.90199417916 	 5.02640136157 	 False 	 9 	 10 	1 	8 	18 	12 	2 	21 	6 	22 	10 	23 	24 	20 	15 	4 	17 	5 	16 	3 	19 	14 	13 	11 	9 	7 	106
autoTest 	 dot-jump 	 False 	 164 	 V 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 1 	 0.0 	 5.80398835832 	 1.50218272469 	 5.60622225078 	 0.0 	 5.80398835832 	 False 	 2 	 10 	11 	5 	1 	4 	3 	16 	23 	17 	10 	14 	24 	12 	21 	13 	18 	22 	7 	20 	8 	15 	19 	6 	9 	2 	113
autoTest 	 dot-jump 	 False 	 165 	 V 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 16 	 4.10403952609 	 -4.10403952609 	 5.02640136157 	 -2.90199417916 	 4.10403952609 	 -4.10403952609 	 False 	 9 	 10 	15 	10 	19 	4 	7 	5 	2 	24 	20 	16 	17 	14 	18 	1 	6 	12 	13 	9 	23 	22 	8 	21 	11 	3 	112
autoTest 	 dot-jump 	 False 	 166 	 V 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 13 	 0.0 	 -5.80398835832 	 1.50218272469 	 -5.60622225078 	 0.0 	 -5.80398835832 	 False 	 4 	 10 	16 	17 	19 	2 	13 	22 	6 	11 	9 	5 	14 	24 	18 	21 	15 	8 	23 	20 	1 	12 	3 	7 	4 	10 	115
autoTest 	 dot-jump 	 False 	 167 	 V 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 17 	 5.02640136157 	 -2.90199417916 	 5.02640136157 	 -2.90199417916 	 5.02640136157 	 -2.90199417916 	 True 	 10 	 10 	10 	5 	21 	18 	1 	7 	15 	4 	9 	13 	17 	6 	3 	8 	14 	11 	19 	16 	20 	22 	24 	2 	12 	23 	110
autoTest 	 dot-jump 	 False 	 168 	 V 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 15 	 2.90199417916 	 -5.02640136157 	 -5.60622225078 	 1.50218272469 	 2.90199417916 	 -5.02640136157 	 False 	 22 	 10 	2 	5 	8 	18 	4 	12 	19 	10 	16 	24 	6 	23 	14 	3 	11 	22 	20 	17 	7 	1 	9 	13 	15 	21 	113
autoTest 	 dot-jump 	 False 	 169 	 V 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 4 	 -4.10403952609 	 4.10403952609 	 -5.02640136157 	 -2.90199417916 	 -4.10403952609 	 4.10403952609 	 False 	 17 	 10 	20 	12 	22 	10 	16 	1 	18 	14 	24 	15 	9 	6 	8 	11 	23 	2 	17 	4 	19 	5 	21 	7 	13 	3 	112
autoTest 	 dot-jump 	 False 	 170 	 V 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 22 	 4.10403952609 	 4.10403952609 	 -4.10403952609 	 -4.10403952609 	 4.10403952609 	 4.10403952609 	 False 	 8 	 10 	13 	1 	15 	7 	20 	4 	3 	12 	22 	17 	10 	24 	21 	19 	23 	18 	8 	6 	5 	16 	2 	14 	9 	11 	110
autoTest 	 dot-jump 	 False 	 171 	 V 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 7 	 -5.80398835832 	 0.0 	 -2.90199417916 	 5.02640136157 	 -5.80398835832 	 0.0 	 False 	 16 	 10 	10 	8 	17 	20 	2 	16 	24 	13 	6 	5 	3 	22 	11 	15 	4 	12 	7 	18 	9 	1 	19 	21 	23 	14 	111
autoTest 	 dot-jump 	 False 	 172 	 V 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 3 	 -2.90199417916 	 5.02640136157 	 -2.90199417916 	 5.02640136157 	 -2.90199417916 	 5.02640136157 	 True 	 10 	 10 	15 	13 	5 	18 	21 	24 	17 	16 	1 	6 	3 	9 	10 	23 	8 	20 	19 	11 	22 	2 	12 	14 	7 	4 	111
autoTest 	 dot-jump 	 False 	 173 	 V 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 11 	 -2.90199417916 	 -5.02640136157 	 5.02640136157 	 2.90199417916 	 -2.90199417916 	 -5.02640136157 	 False 	 14 	 10 	8 	9 	2 	12 	10 	7 	16 	4 	18 	5 	21 	15 	6 	20 	11 	17 	23 	22 	1 	24 	13 	19 	14 	3 	110
autoTest 	 dot-jump 	 False 	 174 	 V 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 10 	 -4.10403952609 	 -4.10403952609 	 2.90199417916 	 5.02640136157 	 -4.10403952609 	 -4.10403952609 	 False 	 12 	 10 	7 	14 	13 	15 	4 	12 	19 	18 	6 	16 	23 	11 	10 	22 	20 	2 	5 	8 	1 	24 	21 	3 	17 	9 	110
autoTest 	 dot-jump 	 False 	 175 	 V 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 11 	 -2.90199417916 	 -5.02640136157 	 -5.80398835832 	 0.0 	 -2.90199417916 	 -5.02640136157 	 False 	 1 	 10 	10 	11 	9 	12 	4 	2 	6 	16 	23 	15 	7 	22 	17 	21 	20 	14 	18 	24 	5 	1 	8 	13 	19 	3 	109
autoTest 	 dot-jump 	 False 	 176 	 V 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 16 	 4.10403952609 	 -4.10403952609 	 -5.02640136157 	 -2.90199417916 	 4.10403952609 	 -4.10403952609 	 False 	 12 	 10 	7 	15 	10 	19 	18 	2 	5 	4 	11 	22 	9 	12 	16 	23 	3 	24 	14 	8 	1 	20 	21 	17 	6 	13 	112
autoTest 	 dot-jump 	 False 	 177 	 V 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 13 	 0.0 	 -5.80398835832 	 -4.10403952609 	 -4.10403952609 	 0.0 	 -5.80398835832 	 False 	 16 	 10 	16 	3 	2 	8 	20 	7 	14 	24 	22 	5 	10 	17 	6 	12 	19 	9 	13 	11 	1 	18 	21 	4 	15 	23 	113
autoTest 	 dot-jump 	 False 	 178 	 V 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 12 	 -1.50218272469 	 -5.60622225078 	 5.02640136157 	 -2.90199417916 	 -1.50218272469 	 -5.60622225078 	 False 	 6 	 10 	23 	5 	19 	9 	11 	20 	12 	4 	10 	13 	17 	21 	15 	1 	2 	18 	22 	6 	24 	14 	3 	8 	16 	7 	112
autoTest 	 dot-jump 	 False 	 179 	 V 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 21 	 5.02640136157 	 2.90199417916 	 -1.50218272469 	 -5.60622225078 	 5.02640136157 	 2.90199417916 	 False 	 2 	 10 	6 	20 	21 	15 	13 	8 	1 	16 	17 	14 	12 	22 	10 	4 	23 	2 	7 	24 	5 	19 	18 	3 	9 	11 	113
autoTest 	 dot-jump 	 False 	 180 	 V 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 5 	 -5.02640136157 	 2.90199417916 	 -4.10403952609 	 -4.10403952609 	 -5.02640136157 	 2.90199417916 	 False 	 3 	 10 	7 	16 	20 	5 	6 	14 	19 	4 	12 	3 	10 	1 	21 	8 	15 	11 	2 	9 	23 	17 	13 	24 	18 	22 	106
autoTest 	 dot-jump 	 False 	 181 	 V 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 5 	 -5.02640136157 	 2.90199417916 	 -1.50218272469 	 5.60622225078 	 -5.02640136157 	 2.90199417916 	 False 	 21 	 10 	17 	14 	15 	7 	20 	11 	18 	12 	21 	10 	2 	1 	9 	3 	23 	19 	24 	22 	16 	13 	8 	5 	6 	4 	115
autoTest 	 dot-jump 	 False 	 182 	 V 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 16 	 4.10403952609 	 -4.10403952609 	 2.90199417916 	 -5.02640136157 	 4.10403952609 	 -4.10403952609 	 False 	 13 	 10 	19 	17 	13 	23 	4 	22 	21 	10 	1 	24 	15 	12 	6 	16 	11 	7 	3 	20 	18 	2 	5 	14 	9 	8 	105
autoTest 	 dot-jump 	 False 	 183 	 V 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 7 	 -5.80398835832 	 0.0 	 5.02640136157 	 2.90199417916 	 -5.80398835832 	 0.0 	 False 	 12 	 10 	24 	23 	6 	12 	5 	19 	1 	4 	15 	14 	21 	11 	7 	9 	17 	16 	10 	22 	20 	2 	13 	8 	3 	18 	111
autoTest 	 dot-jump 	 False 	 184 	 V 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 14 	 1.50218272469 	 -5.60622225078 	 4.10403952609 	 -4.10403952609 	 1.50218272469 	 -5.60622225078 	 False 	 1 	 10 	18 	14 	6 	17 	10 	12 	11 	23 	9 	8 	16 	20 	2 	19 	1 	22 	13 	4 	3 	21 	5 	24 	15 	7 	112
autoTest 	 dot-jump 	 False 	 185 	 V 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 14 	 1.50218272469 	 -5.60622225078 	 5.80398835832 	 0.0 	 1.50218272469 	 -5.60622225078 	 False 	 12 	 10 	1 	11 	22 	7 	23 	2 	13 	5 	15 	20 	19 	8 	14 	6 	12 	16 	24 	21 	4 	3 	18 	17 	10 	9 	112
autoTest 	 dot-jump 	 False 	 186 	 V 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 23 	 2.90199417916 	 5.02640136157 	 4.10403952609 	 4.10403952609 	 2.90199417916 	 5.02640136157 	 False 	 7 	 10 	6 	10 	21 	13 	15 	19 	14 	23 	2 	1 	22 	17 	3 	20 	24 	11 	8 	4 	12 	16 	9 	5 	18 	7 	111
autoTest 	 dot-jump 	 False 	 187 	 V 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 21 	 5.02640136157 	 2.90199417916 	 5.60622225078 	 -1.50218272469 	 5.02640136157 	 2.90199417916 	 False 	 18 	 10 	12 	11 	19 	4 	10 	13 	15 	5 	2 	22 	18 	16 	6 	14 	9 	7 	24 	8 	21 	20 	23 	3 	17 	1 	116
autoTest 	 dot-jump 	 False 	 188 	 V 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 4 	 -4.10403952609 	 4.10403952609 	 -5.80398835832 	 0.0 	 -4.10403952609 	 4.10403952609 	 False 	 2 	 10 	16 	10 	4 	13 	19 	17 	23 	9 	5 	24 	7 	18 	15 	22 	8 	21 	6 	11 	14 	12 	2 	3 	1 	20 	111
autoTest 	 dot-jump 	 False 	 189 	 V 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 7 	 -5.80398835832 	 0.0 	 -5.60622225078 	 1.50218272469 	 -5.80398835832 	 0.0 	 False 	 0 	 10 	7 	12 	3 	14 	24 	18 	20 	17 	10 	21 	6 	4 	2 	23 	19 	13 	15 	5 	11 	22 	16 	1 	8 	9 	113
autoTest 	 dot-jump 	 False 	 190 	 V 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 23 	 2.90199417916 	 5.02640136157 	 0.0 	 5.80398835832 	 2.90199417916 	 5.02640136157 	 False 	 2 	 10 	11 	9 	23 	17 	20 	18 	24 	7 	2 	16 	1 	5 	19 	22 	4 	3 	21 	14 	13 	15 	8 	6 	10 	12 	108
autoTest 	 dot-jump 	 False 	 191 	 V 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 20 	 5.60622225078 	 1.50218272469 	 -5.02640136157 	 2.90199417916 	 5.60622225078 	 1.50218272469 	 False 	 11 	 10 	7 	1 	6 	2 	17 	3 	22 	13 	12 	11 	5 	20 	14 	9 	8 	21 	16 	4 	10 	24 	19 	18 	23 	15 	111
autoTest 	 dot-jump 	 False 	 192 	 V 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 18 	 5.60622225078 	 -1.50218272469 	 1.50218272469 	 -5.60622225078 	 5.60622225078 	 -1.50218272469 	 False 	 0 	 10 	18 	6 	24 	8 	2 	13 	12 	11 	9 	16 	14 	3 	22 	17 	21 	5 	1 	10 	15 	23 	7 	20 	19 	4 	111
autoTest 	 dot-jump 	 False 	 193 	 V 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 4 	 -4.10403952609 	 4.10403952609 	 0.0 	 5.80398835832 	 -4.10403952609 	 4.10403952609 	 False 	 9 	 10 	10 	20 	8 	2 	18 	21 	24 	22 	14 	4 	1 	3 	23 	9 	16 	12 	11 	5 	7 	13 	19 	17 	6 	15 	112
autoTest 	 dot-jump 	 False 	 194 	 V 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 12 	 -1.50218272469 	 -5.60622225078 	 5.02640136157 	 -2.90199417916 	 -1.50218272469 	 -5.60622225078 	 False 	 5 	 10 	14 	10 	7 	15 	8 	12 	21 	3 	19 	11 	17 	23 	13 	24 	22 	16 	9 	2 	1 	6 	18 	4 	5 	20 	112
autoTest 	 dot-jump 	 False 	 195 	 V 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 20 	 5.60622225078 	 1.50218272469 	 0.0 	 -5.80398835832 	 5.60622225078 	 1.50218272469 	 False 	 2 	 10 	17 	16 	20 	8 	12 	23 	6 	19 	7 	1 	13 	15 	2 	14 	10 	11 	21 	9 	4 	18 	3 	5 	24 	22 	112
autoTest 	 dot-jump 	 False 	 196 	 V 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 22 	 4.10403952609 	 4.10403952609 	 0.0 	 5.80398835832 	 4.10403952609 	 4.10403952609 	 False 	 1 	 10 	9 	22 	11 	3 	19 	10 	15 	6 	7 	13 	1 	24 	21 	18 	20 	2 	5 	4 	16 	17 	12 	8 	14 	23 	110
autoTest 	 dot-jump 	 False 	 197 	 V 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 15 	 2.90199417916 	 -5.02640136157 	 5.02640136157 	 -2.90199417916 	 2.90199417916 	 -5.02640136157 	 False 	 2 	 10 	13 	20 	15 	4 	18 	1 	22 	19 	8 	21 	17 	7 	16 	5 	10 	12 	24 	11 	9 	23 	6 	14 	3 	2 	115
autoTest 	 dot-jump 	 False 	 198 	 V 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 8 	 -5.60622225078 	 -1.50218272469 	 4.10403952609 	 -4.10403952609 	 -5.60622225078 	 -1.50218272469 	 False 	 12 	 10 	18 	6 	3 	11 	7 	24 	13 	14 	23 	15 	16 	12 	8 	17 	10 	4 	19 	1 	20 	9 	22 	2 	21 	5 	112
autoTest 	 dot-jump 	 False 	 199 	 V 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 16 	 4.10403952609 	 -4.10403952609 	 2.90199417916 	 -5.02640136157 	 4.10403952609 	 -4.10403952609 	 False 	 8 	 10 	1 	3 	24 	21 	11 	14 	19 	8 	16 	20 	15 	7 	22 	2 	9 	17 	13 	4 	18 	5 	10 	6 	12 	23 	110
